Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"User Modeling on Twitter with Exploiting Explicit Relationships for Personalized Recommendations","Hybrid Intelligent Systems","","","","10.1007/978-3-030-14347-3_14","Abdullah AlshammariStelios KapetanakisRoger EvansNikolaos PolatidisGharbi Alshammari","2020","http://link.springer.com/chapter/10.1007/978-3-030-14347-3_14","Chapter"
"Session-based item recommendation in e-commerce: on short-term intents, reminders, trends and discounts","User Modeling and User-Adapted Interaction","","27","3 - 5","10.1007/s11257-017-9194-1","Dietmar JannachMalte LudewigLukas Lerche","2017","http://link.springer.com/article/10.1007/s11257-017-9194-1","Article"
"Neighborhood-Based Collaborative Filtering","Recommender Systems","","","","10.1007/978-3-319-29659-3_2","Charu C. Aggarwal","2016","http://link.springer.com/chapter/10.1007/978-3-319-29659-3_2","Chapter"
"Personalized Information Access Using Semantic Knowledge","Smart Information Systems","","","","10.1007/978-3-319-14178-7_7","Till PlumbaumAndreas Lommatzsch","2015","http://link.springer.com/chapter/10.1007/978-3-319-14178-7_7","Chapter"
"Evaluation Infrastructures for Academic Shared Tasks","Datenbank-Spektrum","","20","1","10.1007/s13222-020-00335-x","Johann SchaibleTimo BreuerNarges TavakolpoursalehBernd MüllerBenjamin WolffPhilipp Schaer","2020","http://link.springer.com/article/10.1007/s13222-020-00335-x","Article"
"Subprofile-aware diversification of recommendations","User Modeling and User-Adapted Interaction","","29","3","10.1007/s11257-019-09235-6","Mesut KayaDerek Bridge","2019","http://link.springer.com/article/10.1007/s11257-019-09235-6","Article"
"Redefining News Delivery—A Case Study of Communication Strategies Using HCI-Based Approach","Research into Design for a Connected World","","","","10.1007/978-981-13-5977-4_57","Subhrajit DattaNandita Bhanja ChaudhuriDebayan Dhar","2019","http://link.springer.com/chapter/10.1007/978-981-13-5977-4_57","Chapter"
"Evaluating Subjective Compositions by the Cooperation Between Human and Adaptive Agents","MICAI 2006: Advances in Artificial Intelligence","","","","10.1007/11925231_93","Chung-Yuan HuangJi-Lung HsiehChuen-Tsai SunChia-Ying Cheng","2006","http://link.springer.com/chapter/10.1007/11925231_93","Chapter"
"Taxonomy Tree Based Similarity Measurement of Textual Attributes of Items for Recommender Systems","Web Information Systems Engineering – WISE 2016","","","","10.1007/978-3-319-48740-3_21","Longquan TaoFei LiuJinli Cao","2016","http://link.springer.com/chapter/10.1007/978-3-319-48740-3_21","Chapter"
"A hybrid approach for personalized service staff recommendation","Information Systems Frontiers","","19","1","10.1007/s10796-015-9597-7","Wei-Lun ChangChien-Fang Jung","2017","http://link.springer.com/article/10.1007/s10796-015-9597-7","Article"
"Personalisation of Web Search","Intelligent Techniques for Web Personalization","","","","10.1007/11577935_11","Kevin KeenoyMark Levene","2005","http://link.springer.com/chapter/10.1007/11577935_11","Chapter"
"Similitude: Decentralised Adaptation in Large-Scale P2P Recommenders","Distributed Applications and Interoperable Systems","","","","10.1007/978-3-319-19129-4_5","Davide FreyAnne-Marie KermarrecChristopher MaddockAndreas MauthePierre-Louis RomanFrançois Taïani","2015","http://link.springer.com/chapter/10.1007/978-3-319-19129-4_5","Chapter"
"Group recommender system for store product placement","Data Mining and Knowledge Discovery","","33","1","10.1007/s10618-018-0600-z","Jihoi ParkKihwan Nam","2019","http://link.springer.com/article/10.1007/s10618-018-0600-z","Article"
"A Proposal for News Recommendation Based on Clustering Techniques","Trends in Applied Intelligent Systems","","","","10.1007/978-3-642-13033-5_49","Sergio Cleger-TamayoJuan M. Fernández-LunaJuan F. HueteRamiro Pérez-VázquezJulio C. Rodríguez Cano","2010","http://link.springer.com/chapter/10.1007/978-3-642-13033-5_49","Chapter"
"Recommending people to people: the nature of reciprocal recommenders with a case study in online dating","User Modeling and User-Adapted Interaction","","23","5","10.1007/s11257-012-9125-0","Luiz PizzatoTomasz RejJoshua AkehurstIrena KoprinskaKalina YacefJudy Kay","2013","http://link.springer.com/article/10.1007/s11257-012-9125-0","Article"
"Maschinenethik","Ethik in mediatisierten Welten","","","","10.1007/978-3-658-21083-0","Prof. Dr. Matthias RathProf. Dr. Friedrich KrotzProf. Dr. Matthias Karmasin","2019","http://link.springer.com/book/10.1007/978-3-658-21083-0","Book"
"Der Mensch im digitalen Zeitalter","Ethik in mediatisierten Welten","","","","10.1007/978-3-658-26460-4","Prof. Dr. Michael LitschkaProf. Dr. Larissa Krainer","2019","http://link.springer.com/book/10.1007/978-3-658-26460-4","Book"
"Preface","Journal of Computer Science and Technology","","26","5","10.1007/s11390-011-0174-3","","2011","http://link.springer.com/article/10.1007/s11390-011-0174-3","Article"
"Design for Values in ICT","Handbook of Ethics, Values, and Technological Design","","","","10.1007/978-94-007-6994-6_35-1","Alina Huldtgren","2014","http://link.springer.com/referenceworkentry/10.1007/978-94-007-6994-6_35-1","ReferenceWorkEntry"
"Context-Aware Recommender Systems","Recommender Systems Handbook","","","","10.1007/978-1-4899-7637-6_6","Gediminas AdomaviciusAlexander Tuzhilin","2015","http://link.springer.com/chapter/10.1007/978-1-4899-7637-6_6","Chapter"
"Automated news recommendation in front of adversarial examples and the technical limits of transparency in algorithmic accountability","AI & SOCIETY","","37","1","10.1007/s00146-021-01159-3","Antonin DescampeClément MassartSimon PoelmanFrançois-Xavier StandaertOlivier Standaert","2022","http://link.springer.com/article/10.1007/s00146-021-01159-3","Article"
"Nobody Cares if You Liked Star Wars: KNN Graph Construction on the Cheap","Euro-Par 2018: Parallel Processing","","","","10.1007/978-3-319-96983-1_30","Anne-Marie KermarrecOlivier RuasFrançois Taïani","2018","http://link.springer.com/chapter/10.1007/978-3-319-96983-1_30","Chapter"
"Towards a Right not to Be Deceived? An Interdisciplinary Analysis of Media Personalization in the Light of the GDPR","Digital Transformation for a Sustainable Society in the 21st Century","","","","10.1007/978-3-030-39634-3_5","Urbano Reviglio","2020","http://link.springer.com/chapter/10.1007/978-3-030-39634-3_5","Chapter"
"Design for Values in ICTInformation and communication technologies","Handbook of Ethics, Values, and Technological Design","","","","10.1007/978-94-007-6970-0_35","Alina Huldtgren","2015","http://link.springer.com/referenceworkentry/10.1007/978-94-007-6970-0_35","ReferenceWorkEntry"
"Automatisierung, Algorithmen, Accountability","Maschinenethik","","","","10.1007/978-3-658-21083-0_3","Florian Saurwein","2019","http://link.springer.com/chapter/10.1007/978-3-658-21083-0_3","Chapter"
"Developing a Framework for Generating Hotel Recommendation","Progress in Advanced Computing and Intelligent Engineering","","","","10.1007/978-981-33-4299-6_21","Md. Shafiul Alam ForhadMohammad Shamsul Arefin","2021","http://link.springer.com/chapter/10.1007/978-981-33-4299-6_21","Chapter"
"Buzzer – Online Real-Time Topical News Article and Source Recommender","Artificial Intelligence and Cognitive Science","","","","10.1007/978-3-642-17080-5_27","Owen PhelanKevin McCarthyBarry Smyth","2010","http://link.springer.com/chapter/10.1007/978-3-642-17080-5_27","Chapter"
"Extended Bayesian Personalized Ranking Based on Consumption Behavior","Artificial Intelligence and Machine Learning","","","","10.1007/978-3-030-65154-1_9","Alireza GharahighehiCeline Vens","2020","http://link.springer.com/chapter/10.1007/978-3-030-65154-1_9","Chapter"
"APN-Nutzungsanteil, politische Einstellungen und Polarisierung","Algorithmisch personalisierte Nachrichtenkanäle","","","","10.1007/978-3-658-24062-2_5","Wolfgang SchweigerPatrick WeberFabian ProchazkaLara Brückner","2019","http://link.springer.com/chapter/10.1007/978-3-658-24062-2_5","Chapter"
