Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Improving Profiles of Weakly-Engaged Users","Experimental IR Meets Multilinguality, Multimodality, and Interaction","","","","10.1007/978-3-319-44564-9_10","Gaurav SinghAmin MantrachFabrizio Silvestri","2016","http://link.springer.com/chapter/10.1007/978-3-319-44564-9_10","Chapter"
"Der Mensch im digitalen Zeitalter","Ethik in mediatisierten Welten","","","","10.1007/978-3-658-26460-4","Prof. Dr. Michael LitschkaProf. Dr. Larissa Krainer","2019","http://link.springer.com/book/10.1007/978-3-658-26460-4","Book"
"On a Novel Algorithm for Digital Resource Recommender Systems","High-Performance Computing and Big Data Analysis","","","","10.1007/978-3-030-33495-6_32","Keivan BornaReza Ghanbari","2019","http://link.springer.com/chapter/10.1007/978-3-030-33495-6_32","Chapter"
"Ratings vs. Reviews in Recommender Systems: A Case Study on the Amazon Movies Dataset","New Trends in Databases and Information Systems","","","","10.1007/978-3-030-30278-8_9","Maria StratigiXiaozhou LiKostas StefanidisZheying Zhang","2019","http://link.springer.com/chapter/10.1007/978-3-030-30278-8_9","Chapter"
"Community Detection and Recommender Systems","Encyclopedia of Social Network Analysis and Mining","","","","10.1007/978-1-4939-7131-2_110160","Fabio GasparettiAlessandro MicarelliGiuseppe Sansonetti","2018","http://link.springer.com/referenceworkentry/10.1007/978-1-4939-7131-2_110160","ReferenceWorkEntry"
"Reputation-Enhanced Recommender Systems","Trust Management XI","","","","10.1007/978-3-319-59171-1_13","Christian RichthammerMichael WeberGünther Pernul","2017","http://link.springer.com/chapter/10.1007/978-3-319-59171-1_13","Chapter"
"Trends in content-based recommendation","User Modeling and User-Adapted Interaction","","29","2","10.1007/s11257-019-09231-w","Pasquale LopsDietmar JannachCataldo MustoToine BogersMarijn Koolen","2019","http://link.springer.com/article/10.1007/s11257-019-09231-w","Article"
"Personalized Movie Recommendation System Using Twitter Data","Progress in Computing, Analytics and Networking","","","","10.1007/978-981-10-7871-2_33","Debashis DasHimadri Tanaya ChidanandaLaxman Sahoo","2018","http://link.springer.com/chapter/10.1007/978-981-10-7871-2_33","Chapter"
"Toward Building a Content-Based Video Recommendation System Based on Low-Level Features","E-Commerce and Web Technologies","","","","10.1007/978-3-319-27729-5_4","Yashar DeldjooMehdi ElahiMassimo QuadranaPaolo Cremonesi","2015","http://link.springer.com/chapter/10.1007/978-3-319-27729-5_4","Chapter"
"If You Like the Devil Wears Prada the Book, Will You also Enjoy the Devil Wears Prada the Movie? A Study of Cross-Domain Recommendations","New Generation Computing","","26","3","10.1007/s00354-008-0041-0","Pinata WinotoTiffany Tang","2008","http://link.springer.com/article/10.1007/s00354-008-0041-0","Article"
"Community Detection and Recommender Systems","Encyclopedia of Social Network Analysis and Mining","","","","10.1007/978-1-4614-7163-9_110160-1","Fabio GasparettiAlessandro MicarelliGiuseppe Sansonetti","2017","http://link.springer.com/referenceworkentry/10.1007/978-1-4614-7163-9_110160-1","ReferenceWorkEntry"
"The Role of Adaptive Elements in Web-Based Surveillance System User Interfaces","User Modeling, Adaptation, and Personalization","","","","10.1007/978-3-319-08786-3_31","Ricardo LagePeter DologMartin Leginus","2014","http://link.springer.com/chapter/10.1007/978-3-319-08786-3_31","Chapter"
"Evaluation of Models for Semantic Information Filtering","Proceedings of the Third International Conference on Intelligent Human Computer Interaction (IHCI 2011), Prague, Czech Republic, August, 2011","","","","10.1007/978-3-642-31603-6_19","Ivo LašekPeter Vojtáš","2013","http://link.springer.com/chapter/10.1007/978-3-642-31603-6_19","Chapter"
"Responsible media technology and AI: challenges and research directions","AI and Ethics","","","","10.1007/s43681-021-00126-4","Christoph TrattnerDietmar JannachEnrico MottaIrene Costera MeijerNicholas DiakopoulosMehdi ElahiAndreas L. OpdahlBjørnar TessemNjål BorchMorten FjeldLilja ØvrelidKoenraad De SmedtHallvard Moe","2021","http://link.springer.com/article/10.1007/s43681-021-00126-4","Article"
"Self-attention Based Collaborative Neural Network for Recommendation","Wireless Algorithms, Systems, and Applications","","","","10.1007/978-3-030-23597-0_19","Shengchao MaJinghua Zhu","2019","http://link.springer.com/chapter/10.1007/978-3-030-23597-0_19","Chapter"
"Survey and Evolution Study Focusing Comparative Analysis and Future Research Direction in the Field of Recommendation System Specific to Collaborative Filtering Approach","Information and Communication Technology for Intelligent Systems","","","","10.1007/978-981-13-1742-2_16","Axita PatelAmit ThakkarNirav BhattPurvi Prajapati","2019","http://link.springer.com/chapter/10.1007/978-981-13-1742-2_16","Chapter"
"A Personalized Social Network Based Cross Domain Recommender System","Intelligent Systems Technologies and Applications 2016","","","","10.1007/978-3-319-47952-1_66","Sharu VinayakRicha SharmaRahul Singh","2016","http://link.springer.com/chapter/10.1007/978-3-319-47952-1_66","Chapter"
"A Novel KNN Approach for Session-Based Recommendation","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-030-16145-3_30","Huifeng GuoRuiming TangYunming YeFeng LiuYuzhou Zhang","2019","http://link.springer.com/chapter/10.1007/978-3-030-16145-3_30","Chapter"
"RETRACTED ARTICLE: Seasonal change of air pollution and optimization of social sports public service based on Bayesian network","Arabian Journal of Geosciences","","14","17","10.1007/s12517-021-08077-0","Yao WangZhanju Ma","2021","http://link.springer.com/article/10.1007/s12517-021-08077-0","Article"
"Deep Reinforcement Learning Techniques in Diversified Domains: A Survey","Archives of Computational Methods in Engineering","","28","7","10.1007/s11831-021-09552-3","Surbhi GuptaGaurav SingalDeepak Garg","2021","http://link.springer.com/article/10.1007/s11831-021-09552-3","Article"
"Signal: Advanced Real-Time Information Filtering","Advances in Information Retrieval","","","","10.1007/978-3-319-16354-3_87","Miguel Martinez-AlvarezUdo KruschwitzWesley HallMassimo Poesio","2015","http://link.springer.com/chapter/10.1007/978-3-319-16354-3_87","Chapter"
"Towards a Novel and Timely Search and Discovery System Using the Real-Time Social Web","Web Technologies and Applications","","","","10.1007/978-3-642-37401-2_72","Owen PhelanKevin McCarthyBarry Smyth","2013","http://link.springer.com/chapter/10.1007/978-3-642-37401-2_72","Chapter"
"Reactions to the Message and Messenger","A Multidisciplinary Framework of Information Propagation Online","","","","10.1007/978-3-030-16413-3_3","Susannah B. F. PaletzBrooke E. AuxierEwa M. Golonka","2019","http://link.springer.com/chapter/10.1007/978-3-030-16413-3_3","Chapter"
"Phrase-based hashtag recommendation for microblog posts","Science China Information Sciences","","60","1","10.1007/s11432-015-0900-x","Yeyun GongQi ZhangXiaoying HanXuanjing Huang","2016","http://link.springer.com/article/10.1007/s11432-015-0900-x","Article"
"Improving recommender system via knowledge graph based exploring user preference","Applied Intelligence","","","","10.1007/s10489-021-02872-8","Huilian FanYuanchang ZhongGuangpu ZengChenhao Ge","2022","http://link.springer.com/article/10.1007/s10489-021-02872-8","Article"
"Combining Distributional Semantics and Entity Linking for Context-Aware Content-Based Recommendation","User Modeling, Adaptation, and Personalization","","","","10.1007/978-3-319-08786-3_34","Cataldo MustoGiovanni SemeraroPasquale LopsMarco de Gemmis","2014","http://link.springer.com/chapter/10.1007/978-3-319-08786-3_34","Chapter"
"Mathematical Modeling and Supercomputer Technologies","Communications in Computer and Information Science","","","","10.1007/978-3-030-78759-2","Dmitry BalandinProf. Konstantin BarkalovVictor GergelIosif Meyerov","2021","http://link.springer.com/book/10.1007/978-3-030-78759-2","Book"
"Neural User Embedding from Browsing Events","Machine Learning and Knowledge Discovery in Databases: Applied Data Science Track","","","","10.1007/978-3-030-67667-4_11","Mingxiao AnSundong Kim","2021","http://link.springer.com/chapter/10.1007/978-3-030-67667-4_11","Chapter"
"A Hybrid Movie Recommender Using Dynamic Fuzzy Clustering","Information Sciences and Systems 2015","","","","10.1007/978-3-319-22635-4_14","Fatih GurcanAysenur Akyuz Birturk","2016","http://link.springer.com/chapter/10.1007/978-3-319-22635-4_14","Chapter"
"Beyond Learners’ Interest: Personalized Paper Recommendation Based on Their Pedagogical Features for an e-Learning System","PRICAI 2004: Trends in Artificial Intelligence","","","","10.1007/978-3-540-28633-2_33","Tiffany TangGordon McCalla","2004","http://link.springer.com/chapter/10.1007/978-3-540-28633-2_33","Chapter"
"Content Recommendation Method Using FOAF and SNA","Advanced Technologies, Embedded and Multimedia for Human-centric Computing","","","","10.1007/978-94-007-7262-5_11","Daehyun KangKyunglag KwonJongsoo SohnBok-Gyu JooIn-Jeong Chung","2014","http://link.springer.com/chapter/10.1007/978-94-007-7262-5_11","Chapter"
"Facebook single and cross domain data for recommendation systems","User Modeling and User-Adapted Interaction","","23","2 - 3","10.1007/s11257-012-9128-x","Bracha ShapiraLior RokachShirley Freilikhman","2013","http://link.springer.com/article/10.1007/s11257-012-9128-x","Article"
"Contextual eVSM: A Content-Based Context-Aware Recommendation Framework Based on Distributional Semantics","E-Commerce and Web Technologies","","","","10.1007/978-3-642-39878-0_12","Cataldo MustoGiovanni SemeraroPasquale LopsMarco de Gemmis","2013","http://link.springer.com/chapter/10.1007/978-3-642-39878-0_12","Chapter"
"Exploiting Context Information to Improve the Precision of Recommendation Systems in Retailing","Advances in Computing","","","","10.1007/978-3-319-66562-7_6","Cristian SánchezNorha M. VillegasJavier Díaz Cely","2017","http://link.springer.com/chapter/10.1007/978-3-319-66562-7_6","Chapter"
"The role of transparency in multi-stakeholder educational recommendations","User Modeling and User-Adapted Interaction","","31","3","10.1007/s11257-021-09291-x","Yong ZhengJuan Ruiz Toribio","2021","http://link.springer.com/article/10.1007/s11257-021-09291-x","Article"
"Sequence-Based Recommendation with Bidirectional LSTM Network","Advances in Multimedia Information Processing – PCM 2018","","","","10.1007/978-3-030-00764-5_39","Hailin FuJianguo LiJiemin ChenYong TangJia Zhu","2018","http://link.springer.com/chapter/10.1007/978-3-030-00764-5_39","Chapter"
"Journal Recommendation System Using Content-Based Filtering","Recent Developments in Machine Learning and Data Analytics","","","","10.1007/978-981-13-1280-9_9","Sonal JainHarshita KhangarotShivank Singh","2019","http://link.springer.com/chapter/10.1007/978-981-13-1280-9_9","Chapter"
"A Multi-view Content-Based User Recommendation Scheme for Following Users in Twitter","Social Informatics","","","","10.1007/978-3-642-35386-4_32","Milen ChechevPetko Georgiev","2012","http://link.springer.com/chapter/10.1007/978-3-642-35386-4_32","Chapter"
"What is of interest for tourists in an alpine destination: personalized recommendations for daily activities based on view data","Journal of Ambient Intelligence and Humanized Computing","","11","11","10.1007/s12652-019-01619-1","Tahir MajeedAline StämpfliAndreas LiebrichRené Meier","2020","http://link.springer.com/article/10.1007/s12652-019-01619-1","Article"
"Big Data Analytics Based Recommender System for Value Added Services (VAS)","Proceedings of Sixth International Conference on Soft Computing for Problem Solving","","","","10.1007/978-981-10-3325-4_14","Inderpreet SinghKaran Vijay SinghSukhpal Singh","2017","http://link.springer.com/chapter/10.1007/978-981-10-3325-4_14","Chapter"
"Learning from User Interactions for Recommending Content in Social Media","Advances in Information Retrieval","","","","10.1007/978-3-319-06028-6_63","Mathias BreussManos Tsagkias","2014","http://link.springer.com/chapter/10.1007/978-3-319-06028-6_63","Chapter"
"Conclusion and Future Work","Multimodal Analysis of User-Generated Multimedia Content","","","","10.1007/978-3-319-61807-4_8","Rajiv ShahRoger Zimmermann","2017","http://link.springer.com/chapter/10.1007/978-3-319-61807-4_8","Chapter"
"Memory-adaptive high utility sequential pattern mining over data streams","Machine Learning","","106","6","10.1007/s10994-016-5617-1","Morteza ZihayatYan ChenAijun An","2017","http://link.springer.com/article/10.1007/s10994-016-5617-1","Article"
"OntoDynS: expediting personalization and diversification in semantic search by facilitating cognitive human interaction through ontology bagging and dynamic ontology alignment","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-021-03624-9","Gerard DeepakA. Santhanavijayan","2022","http://link.springer.com/article/10.1007/s12652-021-03624-9","Article"
"What Happened in CLEF
                  
                    
                  
                  $$\ldots $$
                 For a While?","Experimental IR Meets Multilinguality, Multimodality, and Interaction","","","","10.1007/978-3-030-28577-7_1","Nicola Ferro","2019","http://link.springer.com/chapter/10.1007/978-3-030-28577-7_1","Chapter"
"HeteGraph: graph learning in recommender systems via graph convolutional networks","Neural Computing and Applications","","","","10.1007/s00521-020-05667-z","Dai Hoang TranQuan Z. ShengWei Emma ZhangAbdulwahab AljubairyMunazza ZaibSalma Abdalla HamadNguyen H. TranNguyen Lu Dang Khoa","2021","http://link.springer.com/article/10.1007/s00521-020-05667-z","Article"
"Large-scale e-learning recommender system based on Spark and Hadoop","Journal of Big Data","","6","1","10.1186/s40537-019-0169-4","Karim DahdouhAhmed DakkakLahcen OughdirAbdelali Ibriz","2019","http://link.springer.com/article/10.1186/s40537-019-0169-4","Article"
"Drivers of User Engagement in Influencer Branding","Innovatives Markenmanagement","","","","10.1007/978-3-658-34651-5","Dr. Tanja Fink","2021","http://link.springer.com/book/10.1007/978-3-658-34651-5","Book"
"User Based Efficient Video Recommendatıon System","International Conference on Intelligent Data Communication Technologies and Internet of Things (ICICI) 2018","","","","10.1007/978-3-030-03146-6_153","J. Albert MayanR. Aroul CanesaaneJ. JabezM. D. KamaleshG. Rama Mohan Reddy","2019","http://link.springer.com/chapter/10.1007/978-3-030-03146-6_153","Chapter"
"Taxonomy Tree Based Similarity Measurement of Textual Attributes of Items for Recommender Systems","Web Information Systems Engineering – WISE 2016","","","","10.1007/978-3-319-48740-3_21","Longquan TaoFei LiuJinli Cao","2016","http://link.springer.com/chapter/10.1007/978-3-319-48740-3_21","Chapter"
"Exploiting the Semantic Similarity of Contextual Situations for Pre-filtering Recommendation","User Modeling, Adaptation, and Personalization","","","","10.1007/978-3-642-38844-6_14","Victor CodinaFrancesco RicciLuigi Ceccaroni","2013","http://link.springer.com/chapter/10.1007/978-3-642-38844-6_14","Chapter"
"Advancing Resilient Performance","","","","","10.1007/978-3-030-74689-6","Christopher P. NemethProf. Erik Hollnagel","2022","http://link.springer.com/book/10.1007/978-3-030-74689-6","Book"
"Leveraging User Modeling on the Social Web with Linked Data","Web Engineering","","","","10.1007/978-3-642-31753-8_31","Fabian AbelClaudia HauffGeert-Jan HoubenKe Tao","2012","http://link.springer.com/chapter/10.1007/978-3-642-31753-8_31","Chapter"
"VISCERAL: Evaluation-as-a-Service for Medical Imaging","Cloud-Based Benchmarking of Medical Image Analysis","","","","10.1007/978-3-319-49644-3_1","Allan HanburyHenning Müller","2017","http://link.springer.com/chapter/10.1007/978-3-319-49644-3_1","Chapter"
"Concentration bounds for temporal difference learning with linear function approximation: the case of batch data and uniform sampling","Machine Learning","","110","3","10.1007/s10994-020-05912-5","L. A. PrashanthNathaniel KordaRémi Munos","2021","http://link.springer.com/article/10.1007/s10994-020-05912-5","Article"
"A Multi-faceted User Model for Twitter","User Modeling, Adaptation, and Personalization","","","","10.1007/978-3-642-31454-4_26","John HannonKevin McCarthyMichael P. O’MahonyBarry Smyth","2012","http://link.springer.com/chapter/10.1007/978-3-642-31454-4_26","Chapter"
"Natural language based financial forecasting: a survey","Artificial Intelligence Review","","50","1","10.1007/s10462-017-9588-9","Frank Z. XingErik CambriaRoy E. Welsch","2018","http://link.springer.com/article/10.1007/s10462-017-9588-9","Article"
"Designing a Recommender System for Articles Using Implicit Feedback","Computer Vision and Robotics","","","","10.1007/978-981-16-8225-4_2","I. S. Tarun KumarLakshya KarwaJ. Shana","2022","http://link.springer.com/chapter/10.1007/978-981-16-8225-4_2","Chapter"
"A Recommendation System for the Semantic Web","Distributed Computing and Artificial Intelligence","","","","10.1007/978-3-642-14883-5_6","Victor CodinaLuigi Ceccaroni","2010","http://link.springer.com/chapter/10.1007/978-3-642-14883-5_6","Chapter"
"Examining the Validity of the Banner Recommendation System","Human Aspects of IT for the Aged Population. Design for Aging","","","","10.1007/978-3-319-20892-3_31","Rong-Fuh DayChien-Ying Chou","2015","http://link.springer.com/chapter/10.1007/978-3-319-20892-3_31","Chapter"
"Diversity in Recommendation System: A Cluster Based Approach","Hybrid Intelligent Systems","","","","10.1007/978-3-030-49336-3_12","Naina YadavRajesh Kumar MundotiyaAnil Kumar SinghSukomal Pal","2021","http://link.springer.com/chapter/10.1007/978-3-030-49336-3_12","Chapter"
"Developing a Framework for Generating Hotel Recommendation","Progress in Advanced Computing and Intelligent Engineering","","","","10.1007/978-981-33-4299-6_21","Md. Shafiul Alam ForhadMohammad Shamsul Arefin","2021","http://link.springer.com/chapter/10.1007/978-981-33-4299-6_21","Chapter"
"Mobile Travel Tour Recommendation","Encyclopedia of GIS","","","","10.1007/978-3-319-23519-6_1519-1","Qi Liu","2015","http://link.springer.com/referenceworkentry/10.1007/978-3-319-23519-6_1519-1","ReferenceWorkEntry"
"A Hybrid Recommendation System for E-commerce","Proceedings of International Conference on Communication and Computational Technologies","","","","10.1007/978-981-16-3246-4_18","Shefali GuptaMeenu Dave","2021","http://link.springer.com/chapter/10.1007/978-981-16-3246-4_18","Chapter"
"Mobile Travel Tour Recommendation","Encyclopedia of GIS","","","","10.1007/978-3-319-17885-1_1519","Qi Liu","2017","http://link.springer.com/referenceworkentry/10.1007/978-3-319-17885-1_1519","ReferenceWorkEntry"
"On Recommender Systems","Social Web Artifacts for Boosting Recommenders","","","","10.1007/978-3-319-00527-0_2","Cai-Nicolas Ziegler","2013","http://link.springer.com/chapter/10.1007/978-3-319-00527-0_2","Chapter"
"Design for Values in ICT","Handbook of Ethics, Values, and Technological Design","","","","10.1007/978-94-007-6994-6_35-1","Alina Huldtgren","2014","http://link.springer.com/referenceworkentry/10.1007/978-94-007-6994-6_35-1","ReferenceWorkEntry"
"TweCoM: Topic and Context Mining from Twitter","The Influence of Technology on Social Network Analysis and Mining","","","","10.1007/978-3-7091-1346-2_4","Luca CaglieroAlessandro Fiori","2013","http://link.springer.com/chapter/10.1007/978-3-7091-1346-2_4","Chapter"
"Design for Values in ICTInformation and communication technologies","Handbook of Ethics, Values, and Technological Design","","","","10.1007/978-94-007-6970-0_35","Alina Huldtgren","2015","http://link.springer.com/referenceworkentry/10.1007/978-94-007-6970-0_35","ReferenceWorkEntry"
"Path-enhanced explainable recommendation with knowledge graphs","World Wide Web","","24","5","10.1007/s11280-021-00912-4","Yafan HuangFeng ZhaoXiangyu GuiHai Jin","2021","http://link.springer.com/article/10.1007/s11280-021-00912-4","Article"
"An Adaptive Correlation Clustering-Based Recommender System for the Long-Tail Items","Smart Computing Techniques and Applications","","","","10.1007/978-981-16-1502-3_50","Soanpet Sree LakshmiT. AdiLakshmiBakshi Abhinith","2021","http://link.springer.com/chapter/10.1007/978-981-16-1502-3_50","Chapter"
"A two-stage multiple-factor aware method for travel product recommendation","Multimedia Tools and Applications","","77","21","10.1007/s11042-018-5992-7","Jun AnSongzheng ZhaoXiaoni LuNingning Liu","2018","http://link.springer.com/article/10.1007/s11042-018-5992-7","Article"
"Market-Based Recommender Systems: Learning Users’ Interests by Quality Classification","Agent-Oriented Information Systems II","","","","10.1007/11426714_4","Yan Zheng WeiLuc MoreauNicholas R. Jennings","2005","http://link.springer.com/chapter/10.1007/11426714_4","Chapter"
"Design of electronic-commerce recommendation systems based on outlier mining","Electronic Markets","","31","2","10.1007/s12525-020-00435-2","Huosong XiaXiang WeiWuyue AnZuopeng Justin ZhangZelin Sun","2021","http://link.springer.com/article/10.1007/s12525-020-00435-2","Article"
"Implicit Feedback Mining for Recommendation","Big Data Computing and Communications","","","","10.1007/978-3-319-22047-5_30","Yan SongPing YangChunhong ZhangYang Ji","2015","http://link.springer.com/chapter/10.1007/978-3-319-22047-5_30","Chapter"
"Impersonate human decision making process: an interactive context-aware recommender system","Journal of Intelligent Information Systems","","47","2","10.1007/s10844-016-0401-z","Chen-Shu WangShiang-Lin LinHeng-Li Yang","2016","http://link.springer.com/article/10.1007/s10844-016-0401-z","Article"
"Artificial Intelligence","","","","","10.1007/978-3-030-72357-6","Dr. Charu C. Aggarwal","2021","http://link.springer.com/book/10.1007/978-3-030-72357-6","Book"
"Recommending people to people: the nature of reciprocal recommenders with a case study in online dating","User Modeling and User-Adapted Interaction","","23","5","10.1007/s11257-012-9125-0","Luiz PizzatoTomasz RejJoshua AkehurstIrena KoprinskaKalina YacefJudy Kay","2013","http://link.springer.com/article/10.1007/s11257-012-9125-0","Article"
"Opinions Analysis in Social Networks for Cultural Heritage Applications","Intelligent Interactive Multimedia Systems and Services 2016","","","","10.1007/978-3-319-39345-2_51","Flora AmatoGiovanni CozzolinoSergio Di MartinoAntonino MazzeoVincenzo MoscatoAntonio PicarielloSara RomanoGiancarlo Sperlí","2016","http://link.springer.com/chapter/10.1007/978-3-319-39345-2_51","Chapter"
"Identifying Group-Specific Mental Models of Recommender Systems: A Novel Quantitative Approach","Human-Computer Interaction – INTERACT 2021","","","","10.1007/978-3-030-85610-6_23","Johannes KunkelThao NgoJürgen ZieglerNicole Krämer","2021","http://link.springer.com/chapter/10.1007/978-3-030-85610-6_23","Chapter"
"TSCMF: Temporal and social collective matrix factorization model for recommender systems","Journal of Intelligent Information Systems","","56","1","10.1007/s10844-020-00613-w","Hamidreza TahmasbiMehrdad JalaliHassan Shakeri","2021","http://link.springer.com/article/10.1007/s10844-020-00613-w","Article"
"Topic-Specific Retweet Count Ranking for Weibo","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-319-93040-4_49","Hangyu MaoYang XiaoYuan WangJiakang WangZhen Xiao","2018","http://link.springer.com/chapter/10.1007/978-3-319-93040-4_49","Chapter"
"Impact of Artificial Intelligence on New Media Operations and Communication","The 2021 International Conference on Machine Learning and Big Data Analytics for IoT Security and Privacy","","","","10.1007/978-3-030-89508-2_51","Zeyue Xie","2022","http://link.springer.com/chapter/10.1007/978-3-030-89508-2_51","Chapter"
"A Fuzzy Approach to Multidimensional Context Aware e-Learning Recommender System","Mining Intelligence and Knowledge Exploration","","","","10.1007/978-3-319-03844-5_59","Pragya DwivediKamal K. Bharadwaj","2013","http://link.springer.com/chapter/10.1007/978-3-319-03844-5_59","Chapter"
"Social Recommendation for Social Networks Using Deep Learning Approach: A Systematic Review","Advances in Computational Collective Intelligence","","","","10.1007/978-3-030-88113-9_2","Muhammad AlrashidiAli SelamatRoliana IbrahimOndrej Krejcar","2021","http://link.springer.com/chapter/10.1007/978-3-030-88113-9_2","Chapter"
"An IoT Ontology Class Recommendation Method Based on Knowledge Graph","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-82136-4_54","Xi WangChuantao YinXin FanSi WuLan Wang","2021","http://link.springer.com/chapter/10.1007/978-3-030-82136-4_54","Chapter"
"GSIRec: Learning with graph side information for recommendation","World Wide Web","","24","5","10.1007/s11280-021-00910-6","Anchen LiBo Yang","2021","http://link.springer.com/article/10.1007/s11280-021-00910-6","Article"
"SessionRNNRec: a deep learning based framework for modelling user sessions to generate accurate recommendations","International Journal of System Assurance Engineering and Management","","","","10.1007/s13198-021-01197-6","Maditham VikramN. Sudhakar ReddyK. Madhavi","2021","http://link.springer.com/article/10.1007/s13198-021-01197-6","Article"
"Presentation of a recommender system with ensemble learning and graph embedding: a case on MovieLens","Multimedia Tools and Applications","","80","5","10.1007/s11042-020-09949-5","Saman ForouzandehKamal BerahmandMehrdad Rostami","2021","http://link.springer.com/article/10.1007/s11042-020-09949-5","Article"
"Content-Based Video Recommendation System Based on Stylistic Visual Features","Journal on Data Semantics","","5","2","10.1007/s13740-016-0060-9","Yashar DeldjooMehdi ElahiPaolo CremonesiFranca GarzottoPietro PiazzollaMassimo Quadrana","2016","http://link.springer.com/article/10.1007/s13740-016-0060-9","Article"
"EnPSO: An AutoML Technique for Generating Ensemble Recommender System","Arabian Journal for Science and Engineering","","46","9","10.1007/s13369-021-05670-z","Garima GuptaRahul Katarya","2021","http://link.springer.com/article/10.1007/s13369-021-05670-z","Article"
"Recommendations based on user effective point-of-interest path","International Journal of Machine Learning and Cybernetics","","10","10","10.1007/s13042-018-00910-5","Guoqiang ZhouShuai ZhangYi FanJingjin LiWenbo YaoHongfang Liu","2019","http://link.springer.com/article/10.1007/s13042-018-00910-5","Article"
"A novel deep recommend model based on rating matrix and item attributes","Journal of Intelligent Information Systems","","57","2","10.1007/s10844-021-00644-x","Liping SunXiaoqing LiuYuanjun LiuTao WangLiangmin GuoXiaoyao ZhengYonglong Luo","2021","http://link.springer.com/article/10.1007/s10844-021-00644-x","Article"
"Building Context-Aware Group Recommendations in E-Learning Systems","Computational Collective Intelligence. Technologies and Applications","","","","10.1007/978-3-642-23935-9_13","Danuta Zakrzewska","2011","http://link.springer.com/chapter/10.1007/978-3-642-23935-9_13","Chapter"
"Combining similarity and sentiment in opinion mining for product recommendation","Journal of Intelligent Information Systems","","46","2","10.1007/s10844-015-0379-y","Ruihai DongMichael P. O’MahonyMarkus SchaalKevin McCarthyBarry Smyth","2016","http://link.springer.com/article/10.1007/s10844-015-0379-y","Article"
"Study on Cluster-Based Pattern Recognition Using Recommendation System","Communication, Networks and Computing","","","","10.1007/978-981-16-8896-6_10","Shailendra ChaurasiaPrashant ShrivastavaMegha KambleBhanupriya Chouksey","2021","http://link.springer.com/chapter/10.1007/978-981-16-8896-6_10","Chapter"
"Random Performance Differences Between Online Recommender System Algorithms","Experimental IR Meets Multilinguality, Multimodality, and Interaction","","","","10.1007/978-3-319-44564-9_15","Gebrekirstos G. GebremeskelArjen P. de Vries","2016","http://link.springer.com/chapter/10.1007/978-3-319-44564-9_15","Chapter"
"Subprofile-aware diversification of recommendations","User Modeling and User-Adapted Interaction","","29","3","10.1007/s11257-019-09235-6","Mesut KayaDerek Bridge","2019","http://link.springer.com/article/10.1007/s11257-019-09235-6","Article"
"Construction of the HMM Intelligent Recommendation Model and Its Application in the Film Ticketing System","Advances in Natural Computation, Fuzzy Systems and Knowledge Discovery","","","","10.1007/978-3-030-32591-6_106","Ruhua LuJialu Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-32591-6_106","Chapter"
"MOOCRC: A Highly Accurate Resource Recommendation Model for Use in MOOC Environments","Mobile Networks and Applications","","24","1","10.1007/s11036-018-1131-y","Hao ZhangTao HuangZhihan LvSanya LiuHeng Yang","2019","http://link.springer.com/article/10.1007/s11036-018-1131-y","Article"
"A hybrid approach for personalized service staff recommendation","Information Systems Frontiers","","19","1","10.1007/s10796-015-9597-7","Wei-Lun ChangChien-Fang Jung","2017","http://link.springer.com/article/10.1007/s10796-015-9597-7","Article"
"An Unsupervised Content-Based Article Recommendation System Using Natural Language Processing","Data Intelligence and Cognitive Informatics","","","","10.1007/978-981-15-8530-2_13","S. RenukaG. S. S. Raj KiranPalakodeti Rohit","2021","http://link.springer.com/chapter/10.1007/978-981-15-8530-2_13","Chapter"
"Smart places: Multi-agent based smart mobile virtual community management system","Applied Intelligence","","41","4","10.1007/s10489-014-0569-2","Muhammad FahadOlivier BoissierPierre MaretNejib MoallaChristophe Gravier","2014","http://link.springer.com/article/10.1007/s10489-014-0569-2","Article"
"Towards a Right not to Be Deceived? An Interdisciplinary Analysis of Media Personalization in the Light of the GDPR","Digital Transformation for a Sustainable Society in the 21st Century","","","","10.1007/978-3-030-39634-3_5","Urbano Reviglio","2020","http://link.springer.com/chapter/10.1007/978-3-030-39634-3_5","Chapter"
"Personalized advertisement system using social relationship based user modeling","Multimedia Tools and Applications","","74","20","10.1007/s11042-013-1691-6","Inay HaKyeong-Jin OhGeun-Sik Jo","2015","http://link.springer.com/article/10.1007/s11042-013-1691-6","Article"
"Vocabulary Learning Environment with Collaborative Filtering for Support of Self-regulated Learning","Knowledge-Based and Intelligent Information and Engineering Systems","","","","10.1007/978-3-642-04592-9_65","Masanori YamadaSatoshi KitamuraShiori MiyaharaYuhei Yamauchi","2009","http://link.springer.com/chapter/10.1007/978-3-642-04592-9_65","Chapter"
